LoanID,Age,Gender,Marital_Status,Employment_Status,Annual_Income,Loan_Amount,Loan_Term_Months,Credit_Score,Existing_Loans_Count,Loan_Approval_Status
2951,36.0,Female,Married,Employed,147148.0,123792.0,60,619.0,1,1
2952,24.0,Female,Divorced,Self-Employed,57336.0,50485.0,72,652.0,3,1
2953,44.0,Male,Married,Unemployed,101850.0,148141.0,24,813.0,4,0
2954,54.0,Female,Widowed,Employed,115654.0,62198.0,36,782.0,4,0
2955,50.0,Female,Widowed,Self-Employed,191003.0,103316.0,12,715.0,1,0
2956,38.0,Female,Divorced,Unemployed,194996.0,436878.0,24,669.0,0,1
2957,39.0,Male,Divorced,Unemployed,42966.0,356114.0,48,642.0,3,0
2958,51.0,Female,Single,Self-Employed,195095.0,450385.0,48,624.0,0,1
2959,39.0,Male,Single,Unemployed,31320.0,77928.0,48,666.0,1,0
2960,69.0,Female,Widowed,Employed,208913.0,414318.0,72,635.0,4,1
2961,66.0,Male,Widowed,Employed,85125.0,431673.0,72,595.0,0,0
2962,39.0,Male,Single,Unemployed,218824.0,354942.0,36,323.0,2,1
2963,42.0,Male,Single,Employed,242172.0,57290.0,48,741.0,0,0
2964,44.0,Female,Divorced,Self-Employed,241009.0,127664.0,72,403.0,4,1
2965,65.0,Male,Married,Unemployed,137296.0,410148.0,72,711.0,1,0
2966,32.0,Male,Divorced,Employed,145355.0,259628.0,60,593.0,0,1
2967,50.0,Male,Single,Self-Employed,212930.0,16766.0,72,542.0,1,0
2968,58.0,Male,Widowed,Self-Employed,209786.0,355391.0,48,641.0,3,0
2969,51.0,Female,Single,Employed,31780.0,18292.0,24,472.0,2,0
2970,56.0,Female,Widowed,Unemployed,96230.0,222295.0,48,715.0,4,0
2971,39.0,Female,Widowed,Self-Employed,221417.0,183703.0,60,402.0,4,0
2972,68.0,Female,Widowed,Self-Employed,233170.0,489651.0,48,459.0,1,0
2973,65.0,Male,Widowed,Self-Employed,132696.0,261817.0,12,556.0,2,0
2974,56.0,Female,Married,Self-Employed,249049.0,77944.0,60,495.0,4,0
2975,50.0,Male,Single,Unemployed,126075.0,474446.0,36,690.0,0,0
2976,69.0,Female,Divorced,Employed,153001.0,373590.0,48,369.0,4,0
2977,53.0,Female,Widowed,Employed,115153.0,39533.0,72,546.0,0,0
2978,,Female,Widowed,Employed,,,24,,4,0
2979,69.0,Male,Divorced,Self-Employed,165316.0,129433.0,48,457.0,0,1
2980,48.0,Female,Divorced,Unemployed,118415.0,403994.0,24,354.0,3,0
2981,67.0,Female,Widowed,Employed,129715.0,40059.0,12,785.0,1,1
2982,,Female,Divorced,Unemployed,,,36,,3,0
2983,65.0,Male,Divorced,Employed,135402.0,490313.0,72,652.0,0,1
2984,53.0,Female,Married,Self-Employed,144281.0,140938.0,60,709.0,1,0
2985,37.0,Female,Divorced,Employed,31116.0,341109.0,60,314.0,2,1
2986,26.0,Male,Single,Self-Employed,239026.0,65661.0,36,446.0,0,0
2987,24.0,Male,Single,Self-Employed,232315.0,310496.0,12,789.0,4,0
2988,40.0,Female,Single,Employed,103301.0,377195.0,12,324.0,4,0
2989,68.0,Female,Widowed,Unemployed,186967.0,355517.0,48,632.0,2,0
2990,67.0,Female,Single,Self-Employed,229708.0,186808.0,12,473.0,3,0
2991,47.0,Male,Married,Unemployed,43867.0,39075.0,48,589.0,0,0
2992,35.0,Male,Single,Employed,129507.0,498605.0,24,444.0,4,1
2993,26.0,Male,Widowed,Self-Employed,21208.0,96931.0,36,421.0,1,0
2994,67.0,Female,Married,Unemployed,195157.0,218023.0,24,326.0,2,0
2995,34.0,Male,Single,Self-Employed,85572.0,233594.0,24,365.0,3,1
2996,,Female,Married,Employed,,,24,,3,1
2997,59.0,Male,Married,Self-Employed,103748.0,332971.0,24,687.0,1,0
2998,,Male,Widowed,Employed,,,60,,1,1
2999,46.0,Male,Widowed,Unemployed,105261.0,246955.0,12,366.0,2,0
3000,36.0,Female,Married,Self-Employed,158078.0,399858.0,36,549.0,1,0
3001,25.0,Female,Single,Unemployed,240667.0,364157.0,36,441.0,4,0
3002,30.0,Female,Widowed,Employed,90883.0,329989.0,72,566.0,3,0
3003,23.0,Female,Married,Employed,52171.0,225758.0,24,514.0,1,0
3004,33.0,Male,Divorced,Unemployed,48517.0,13769.0,36,788.0,0,0
3005,63.0,Female,Divorced,Unemployed,175346.0,100369.0,48,795.0,1,0
3006,69.0,Male,Widowed,Employed,184649.0,467661.0,36,779.0,3,0
3007,50.0,Female,Single,Unemployed,47648.0,55375.0,24,789.0,4,1
3008,65.0,Female,Divorced,Employed,89654.0,430294.0,36,300.0,1,0
3009,26.0,Male,Divorced,Unemployed,37910.0,17268.0,12,308.0,4,1
3010,37.0,Male,Divorced,Employed,229691.0,146916.0,24,679.0,0,1
3011,65.0,Female,Single,Employed,69647.0,341318.0,60,443.0,3,1
3012,39.0,Female,Single,Self-Employed,229795.0,196835.0,12,601.0,2,1
3013,62.0,Male,Widowed,Employed,20424.0,369821.0,36,716.0,3,0
3014,55.0,Male,Widowed,Employed,202971.0,147305.0,60,478.0,2,0
3015,66.0,Male,Divorced,Self-Employed,46641.0,253339.0,72,577.0,2,0
3016,46.0,Male,Single,Self-Employed,185822.0,297640.0,12,443.0,3,0
3017,25.0,Male,Married,Unemployed,142416.0,416022.0,72,638.0,2,0
3018,49.0,Female,Divorced,Unemployed,232526.0,176398.0,48,758.0,4,0
3019,,Female,Widowed,Employed,,,12,,0,1
3020,40.0,Female,Single,Unemployed,199238.0,175585.0,60,569.0,1,0
3021,69.0,Female,Widowed,Unemployed,163064.0,187833.0,72,486.0,2,0
3022,41.0,Male,Widowed,Employed,54001.0,286609.0,48,471.0,2,0
3023,30.0,Male,Single,Self-Employed,34546.0,437718.0,72,703.0,3,1
3024,25.0,Male,Divorced,Self-Employed,192596.0,477612.0,36,767.0,4,0
3025,56.0,Female,Single,Employed,219627.0,144322.0,24,546.0,1,0
3026,26.0,Male,Divorced,Employed,21304.0,65503.0,72,822.0,2,1
3027,46.0,Male,Widowed,Employed,142722.0,243026.0,36,410.0,4,1
3028,24.0,Female,Single,Employed,132448.0,26310.0,24,602.0,1,1
3029,59.0,Female,Married,Employed,200356.0,259740.0,24,772.0,3,1
3030,59.0,Female,Divorced,Employed,102368.0,265199.0,60,591.0,2,0
3031,55.0,Male,Married,Unemployed,108327.0,397445.0,48,551.0,3,1
3032,21.0,Male,Divorced,Unemployed,30022.0,251501.0,48,474.0,3,0
3033,44.0,Female,Single,Unemployed,226958.0,360662.0,12,408.0,2,1
3034,56.0,Female,Married,Self-Employed,97354.0,37206.0,36,639.0,4,0
3035,26.0,Male,Single,Employed,184689.0,14764.0,60,313.0,4,0
3036,61.0,Female,Divorced,Employed,140045.0,191668.0,72,621.0,3,0
3037,66.0,Male,Divorced,Unemployed,89498.0,245269.0,36,342.0,3,0
3038,64.0,Female,Divorced,Self-Employed,209896.0,411058.0,72,760.0,0,0
3039,51.0,Female,Divorced,Unemployed,143780.0,239099.0,72,401.0,1,0
3040,40.0,Female,Widowed,Employed,221462.0,225651.0,72,308.0,3,0
3041,44.0,Male,Divorced,Employed,54307.0,139048.0,12,448.0,3,0
3042,45.0,Male,Married,Unemployed,219552.0,143498.0,12,637.0,1,0
3043,56.0,Female,Divorced,Unemployed,139645.0,421103.0,60,523.0,2,0
3044,41.0,Male,Single,Employed,173399.0,31710.0,12,409.0,4,1
3045,50.0,Female,Widowed,Unemployed,23244.0,308531.0,60,653.0,2,0
3046,44.0,Female,Married,Employed,173792.0,445686.0,12,383.0,1,0
3047,64.0,Male,Widowed,Unemployed,45090.0,142558.0,48,365.0,1,1
3048,62.0,Male,Widowed,Self-Employed,84277.0,175330.0,60,687.0,0,0
3049,50.0,Male,Widowed,Employed,131559.0,379562.0,48,434.0,0,0
3050,42.0,Male,Single,Self-Employed,119895.0,252704.0,48,385.0,4,0
3051,48.0,Female,Widowed,Unemployed,142641.0,289767.0,60,383.0,3,1
3052,27.0,Male,Widowed,Self-Employed,199608.0,290950.0,36,526.0,1,0
3053,55.0,Male,Divorced,Unemployed,27855.0,404189.0,24,559.0,0,0
3054,48.0,Female,Single,Self-Employed,142963.0,444431.0,12,319.0,2,1
3055,34.0,Female,Married,Self-Employed,136815.0,260223.0,72,334.0,0,0
3056,30.0,Female,Married,Self-Employed,152673.0,119162.0,12,742.0,2,0
3057,36.0,Female,Married,Employed,183024.0,444155.0,72,569.0,0,0
3058,36.0,Male,Single,Self-Employed,131113.0,165229.0,36,705.0,2,1
3059,51.0,Male,Married,Unemployed,70374.0,10521.0,24,807.0,0,1
3060,62.0,Female,Single,Unemployed,156762.0,280035.0,36,603.0,0,0
3061,45.0,Female,Divorced,Employed,32521.0,87331.0,24,584.0,4,0
3062,33.0,Male,Divorced,Employed,120146.0,27474.0,60,847.0,3,0
3063,26.0,Male,Single,Unemployed,227091.0,162579.0,60,328.0,1,0
3064,,Male,Married,Self-Employed,,,72,,3,0
3065,29.0,Male,Single,Unemployed,164776.0,103550.0,48,715.0,4,0
3066,65.0,Male,Single,Employed,78933.0,409225.0,48,441.0,2,0
3067,,Female,Widowed,Employed,,,72,,3,1
3068,63.0,Female,Single,Unemployed,63856.0,93484.0,60,544.0,1,0
3069,40.0,Female,Widowed,Self-Employed,57256.0,367619.0,72,304.0,1,0
3070,38.0,Female,Divorced,Self-Employed,77352.0,311435.0,48,748.0,2,1
3071,63.0,Male,Widowed,Employed,181687.0,53296.0,72,565.0,1,0
3072,41.0,Female,Single,Unemployed,141638.0,45225.0,60,790.0,4,1
3073,24.0,Male,Divorced,Unemployed,21927.0,485854.0,36,538.0,3,0
3074,53.0,Male,Widowed,Employed,166584.0,39828.0,12,549.0,1,1
3075,47.0,Male,Single,Unemployed,28301.0,434318.0,60,590.0,3,1
3076,27.0,Male,Divorced,Employed,106849.0,247463.0,72,842.0,0,0
3077,26.0,Male,Widowed,Self-Employed,225065.0,454558.0,60,378.0,3,0
3078,,Male,Single,Self-Employed,,,60,,2,0
3079,38.0,Male,Single,Unemployed,88759.0,293967.0,48,749.0,4,0
3080,52.0,Female,Married,Self-Employed,108047.0,403577.0,72,443.0,1,0
3081,31.0,Male,Married,Self-Employed,106991.0,358518.0,48,419.0,4,0
3082,40.0,Female,Widowed,Employed,83058.0,347318.0,72,475.0,3,1
3083,44.0,Female,Widowed,Employed,215998.0,305196.0,48,369.0,1,1
3084,35.0,Male,Widowed,Unemployed,174506.0,290409.0,48,502.0,4,1
3085,68.0,Male,Single,Employed,50341.0,357431.0,36,479.0,2,0
3086,27.0,Female,Widowed,Unemployed,127845.0,309156.0,60,409.0,0,0
3087,41.0,Female,Single,Unemployed,166079.0,278060.0,36,723.0,0,1
3088,62.0,Female,Widowed,Employed,119878.0,1177818.0,48,802.0,2,0
3089,46.0,Female,Single,Self-Employed,177871.0,342189.0,36,705.0,0,1
3090,64.0,Male,Single,Self-Employed,75820.0,181604.0,60,390.0,2,0
3091,34.0,Male,Married,Self-Employed,166746.0,494854.0,60,593.0,3,0
3092,57.0,Male,Divorced,Self-Employed,166498.0,445875.0,48,692.0,2,0
3093,41.0,Female,Single,Unemployed,223703.0,94860.0,60,336.0,0,0
3094,38.0,Male,Widowed,Self-Employed,64791.0,412219.0,36,816.0,3,0
3095,25.0,Female,Married,Unemployed,240712.0,229551.0,24,615.0,2,0
3096,23.0,Male,Widowed,Employed,23255.0,47634.0,60,471.0,2,1
3097,43.0,Female,Widowed,Employed,184898.0,234709.0,36,705.0,3,0
3098,46.0,Male,Single,Unemployed,239640.0,362623.0,36,561.0,1,0
3099,57.0,Male,Single,Self-Employed,24944.0,79992.0,36,783.0,0,0
3100,44.0,Female,Divorced,Unemployed,188898.0,278513.0,60,326.0,1,0
3101,69.0,Female,Single,Self-Employed,50497.0,286473.0,24,794.0,3,0
3102,39.0,Female,Single,Self-Employed,47723.0,214826.0,48,354.0,3,0
3103,45.0,Female,Divorced,Unemployed,186359.0,353844.0,48,548.0,4,0
3104,,Female,Widowed,Unemployed,,,60,,4,0
3105,32.0,Male,Divorced,Self-Employed,109833.0,17410.0,60,558.0,3,0
3106,61.0,Female,Divorced,Unemployed,219178.0,165802.0,12,490.0,4,1
3107,53.0,Male,Divorced,Self-Employed,113039.0,400881.0,72,745.0,2,0
3108,24.0,Male,Married,Unemployed,224058.0,1314345.0,24,801.0,1,0
3109,62.0,Male,Widowed,Employed,236879.0,173775.0,36,692.0,3,1
3110,27.0,Male,Married,Self-Employed,75569.0,464167.0,72,707.0,2,0
3111,42.0,Male,Married,Employed,101434.0,235083.0,36,408.0,0,0
3112,53.0,Female,Single,Unemployed,230997.0,160244.0,72,402.0,0,0
3113,37.0,Female,Divorced,Employed,176535.0,7684.0,48,525.0,4,0
3114,44.0,Male,Divorced,Unemployed,20744.0,471246.0,72,652.0,4,0
3115,54.0,Male,Married,Self-Employed,239412.0,417966.0,60,459.0,2,0
3116,48.0,Female,Single,Unemployed,187354.0,287031.0,24,703.0,0,0
3117,63.0,Female,Single,Unemployed,72082.0,156898.0,48,623.0,3,1
3118,61.0,Male,Single,Self-Employed,205761.0,404396.0,72,444.0,1,0
3119,59.0,Female,Widowed,Unemployed,96407.0,313923.0,24,764.0,4,0
3120,,Female,Married,Self-Employed,,,60,,2,0
3121,69.0,Female,Widowed,Unemployed,239705.0,198360.0,36,392.0,4,0
3122,,Male,Single,Self-Employed,,,12,,2,0
3123,54.0,Female,Single,Employed,85711.0,205579.0,24,833.0,0,1
3124,26.0,Male,Single,Unemployed,23217.0,132510.0,36,493.0,4,0
3125,66.0,Male,Divorced,Unemployed,231714.0,106261.0,24,469.0,2,1
3126,26.0,Male,Married,Unemployed,181431.0,61068.0,24,759.0,2,0
3127,54.0,Male,Divorced,Self-Employed,132000.0,285257.0,24,310.0,4,0
3128,21.0,Male,Widowed,Unemployed,73509.0,310005.0,60,480.0,1,0
3129,30.0,Female,Divorced,Self-Employed,213042.0,345631.0,48,531.0,3,0
3130,41.0,Male,Married,Unemployed,42357.0,292761.0,24,328.0,0,0
3131,25.0,Male,Divorced,Employed,62354.0,365474.0,60,831.0,4,1
3132,22.0,Male,Single,Unemployed,58570.0,400799.0,12,304.0,4,0
3133,42.0,Female,Widowed,Employed,27034.0,227236.0,48,845.0,1,0
3134,68.0,Female,Widowed,Self-Employed,36263.0,293394.0,60,439.0,0,1
3135,22.0,Female,Single,Employed,193252.0,8055.0,12,327.0,4,0
3136,30.0,Female,Single,Unemployed,201171.0,339481.0,48,397.0,1,0
3137,54.0,Female,Single,Unemployed,225384.0,432642.0,60,561.0,3,0
3138,36.0,Female,Married,Self-Employed,95348.0,132615.0,12,318.0,2,0
3139,68.0,Female,Divorced,Unemployed,105275.0,107255.0,60,311.0,3,1
3140,59.0,Male,Widowed,Unemployed,177997.0,327676.0,12,836.0,3,0
3141,42.0,Male,Divorced,Self-Employed,39575.0,241675.0,24,824.0,3,1
3142,32.0,Female,Single,Self-Employed,42231.0,94376.0,24,764.0,3,1
3143,44.0,Male,Single,Employed,96935.0,14933.0,48,558.0,2,0
3144,,Male,Divorced,Self-Employed,,,12,,0,0
3145,60.0,Female,Widowed,Unemployed,43100.0,50047.0,24,307.0,0,1
3146,58.0,Male,Married,Self-Employed,161840.0,9137.0,48,527.0,1,1
3147,30.0,Male,Divorced,Unemployed,249907.0,278567.0,36,675.0,1,0
3148,55.0,Female,Single,Employed,210409.0,94851.0,24,422.0,4,1
3149,69.0,Male,Single,Self-Employed,70697.0,39482.0,24,389.0,3,1
3150,,Female,Married,Unemployed,,,72,,3,0
3151,27.0,Female,Divorced,Self-Employed,218045.0,319627.0,60,523.0,2,1
3152,41.0,Male,Married,Self-Employed,176018.0,237723.0,36,556.0,3,0
3153,40.0,Male,Married,Self-Employed,237496.0,301898.0,12,814.0,2,0
3154,46.0,Male,Widowed,Self-Employed,91038.0,434528.0,48,447.0,4,0
3155,,Female,Widowed,Employed,,,36,,1,0
3156,66.0,Female,Single,Unemployed,75149.0,284229.0,12,737.0,1,1
3157,42.0,Female,Divorced,Self-Employed,25566.0,61889.0,24,336.0,4,0
3158,35.0,Male,Widowed,Unemployed,142474.0,369234.0,72,405.0,4,0
3159,60.0,Male,Single,Employed,61576.0,84951.0,48,531.0,3,1
3160,41.0,Female,Divorced,Unemployed,73318.0,266050.0,48,445.0,1,0
3161,35.0,Male,Single,Unemployed,89550.0,133227.0,36,316.0,0,0
3162,42.0,Male,Widowed,Employed,147059.0,397069.0,60,458.0,4,0
3163,48.0,Female,Single,Self-Employed,71408.0,323558.0,12,581.0,1,0
3164,34.0,Female,Divorced,Unemployed,204578.0,122159.0,72,577.0,1,1
3165,,Male,Divorced,Unemployed,,,72,,2,0
3166,61.0,Female,Single,Self-Employed,60167.0,91934.0,36,719.0,1,0
3167,60.0,Male,Divorced,Self-Employed,53699.0,37691.0,60,619.0,4,0
3168,48.0,Female,Single,Unemployed,69545.0,470411.0,60,781.0,3,0
3169,46.0,Female,Divorced,Employed,203501.0,222252.0,60,623.0,1,0
3170,69.0,Female,Single,Self-Employed,133927.0,59697.0,48,694.0,0,0
3171,22.0,Male,Single,Self-Employed,238422.0,401260.0,12,485.0,4,0
3172,45.0,Male,Single,Employed,43386.0,271027.0,12,765.0,3,0
3173,23.0,Female,Married,Unemployed,79273.0,36712.0,36,356.0,3,0
3174,28.0,Female,Divorced,Self-Employed,132312.0,220932.0,24,757.0,4,0
3175,64.0,Female,Widowed,Unemployed,61585.0,118655.0,36,507.0,3,0
3176,53.0,Male,Single,Unemployed,150126.0,288689.0,12,373.0,0,1
3177,62.0,Female,Married,Unemployed,27509.0,285348.0,48,783.0,1,0
3178,55.0,Female,Widowed,Employed,238924.0,28268.0,36,384.0,4,0
3179,26.0,Female,Single,Unemployed,96607.0,479514.0,24,313.0,1,1
3180,59.0,Female,Widowed,Unemployed,244350.0,253562.0,72,348.0,1,1
3181,43.0,Male,Married,Self-Employed,132385.0,492123.0,36,725.0,3,0
3182,45.0,Male,Widowed,Self-Employed,229836.0,89383.0,60,658.0,4,0
3183,63.0,Female,Single,Employed,228222.0,434355.0,24,541.0,1,0
3184,39.0,Male,Widowed,Employed,226909.0,257982.0,60,352.0,2,1
3185,25.0,Male,Widowed,Self-Employed,83305.0,242903.0,48,368.0,0,0
3186,,Male,Single,Self-Employed,,,12,,3,1
3187,32.0,Female,Married,Employed,62851.0,255736.0,36,755.0,4,0
3188,30.0,Male,Married,Unemployed,96910.0,493877.0,36,554.0,4,0
3189,28.0,Male,Widowed,Employed,54407.0,124755.0,60,304.0,3,1
3190,44.0,Male,Divorced,Unemployed,66606.0,364084.0,60,351.0,1,1
3191,48.0,Female,Widowed,Self-Employed,127277.0,295580.0,12,628.0,3,1
3192,61.0,Female,Divorced,Self-Employed,230590.0,466540.0,36,397.0,4,1
3193,56.0,Male,Widowed,Self-Employed,150204.0,233757.0,12,460.0,2,1
3194,,Male,Married,Unemployed,,,60,,1,0
3195,41.0,Female,Widowed,Employed,196724.0,467358.0,72,626.0,3,0
3196,28.0,Female,Widowed,Unemployed,161320.0,439750.0,60,542.0,4,0
3197,29.0,Male,Divorced,Employed,30515.0,365668.0,24,803.0,4,0
3198,67.0,Male,Married,Employed,120578.0,91842.0,60,666.0,4,0
3199,35.0,Female,Divorced,Employed,112345.0,930351.0,60,741.0,2,0
3200,68.0,Female,Widowed,Self-Employed,161902.0,81369.0,72,453.0,1,0
3201,66.0,Male,Single,Employed,80631.0,92533.0,12,533.0,3,0
3202,60.0,Female,Widowed,Self-Employed,120784.0,38521.0,24,632.0,1,1
3203,38.0,Male,Widowed,Employed,145496.0,231556.0,24,794.0,4,0
3204,62.0,Male,Divorced,Employed,157871.0,248251.0,36,414.0,2,0
3205,,Male,Single,Self-Employed,,,72,,2,0
3206,26.0,Female,Single,Self-Employed,248170.0,307118.0,48,632.0,4,0
3207,32.0,Male,Divorced,Unemployed,165400.0,391044.0,36,429.0,1,0
3208,22.0,Male,Married,Employed,163751.0,47448.0,36,477.0,1,0
3209,27.0,Female,Single,Self-Employed,41058.0,275082.0,36,394.0,2,0
3210,36.0,Female,Single,Unemployed,146226.0,187185.0,24,616.0,0,1
3211,23.0,Male,Divorced,Unemployed,248845.0,109262.0,12,400.0,2,1
3212,65.0,Male,Married,Self-Employed,66696.0,413986.0,60,495.0,2,0
3213,23.0,Female,Married,Employed,236514.0,188707.0,24,507.0,3,1
3214,47.0,Female,Widowed,Unemployed,58872.0,208243.0,60,772.0,2,0
3215,63.0,Female,Widowed,Employed,74971.0,210237.0,60,307.0,0,1
3216,60.0,Male,Divorced,Employed,102083.0,193894.0,48,435.0,2,0
3217,58.0,Male,Married,Unemployed,43306.0,54934.0,36,560.0,1,0
3218,53.0,Male,Divorced,Self-Employed,179282.0,332670.0,48,446.0,3,1
3219,48.0,Female,Widowed,Employed,65693.0,364348.0,36,757.0,3,0
3220,21.0,Male,Divorced,Self-Employed,48239.0,288631.0,24,737.0,2,0
3221,28.0,Female,Divorced,Unemployed,113366.0,189391.0,60,712.0,3,0
3222,57.0,Male,Single,Employed,88917.0,280013.0,48,799.0,3,1
3223,52.0,Female,Single,Self-Employed,120368.0,250979.0,72,531.0,2,0
3224,68.0,Male,Single,Self-Employed,245449.0,210827.0,24,400.0,0,0
3225,63.0,Male,Widowed,Employed,158519.0,176869.0,24,446.0,2,1
3226,57.0,Female,Divorced,Self-Employed,236976.0,192370.0,72,806.0,1,1
3227,24.0,Female,Single,Self-Employed,171343.0,381720.0,36,403.0,4,0
3228,50.0,Male,Single,Unemployed,216947.0,87209.0,60,635.0,0,0
3229,26.0,Female,Single,Unemployed,138469.0,87299.0,36,745.0,2,0
3230,66.0,Female,Widowed,Self-Employed,236582.0,49933.0,36,743.0,0,0
3231,39.0,Male,Widowed,Self-Employed,243117.0,81579.0,24,417.0,4,1
3232,52.0,Female,Divorced,Employed,123434.0,145642.0,36,816.0,3,1
3233,29.0,Male,Divorced,Unemployed,207915.0,142958.0,12,830.0,3,0
3234,32.0,Male,Divorced,Employed,46221.0,465710.0,72,387.0,4,0
3235,31.0,Female,Single,Self-Employed,215460.0,441303.0,72,775.0,3,0
3236,66.0,Female,Married,Employed,112799.0,95177.0,60,784.0,0,0
3237,36.0,Male,Widowed,Self-Employed,76467.0,334863.0,72,594.0,3,0
3238,21.0,Male,Single,Unemployed,93269.0,361750.0,36,680.0,4,0
3239,65.0,Male,Single,Unemployed,131414.0,401990.0,36,582.0,4,0
3240,41.0,Male,Divorced,Self-Employed,90585.0,34018.0,48,455.0,4,0
3241,50.0,Male,Divorced,Unemployed,63086.0,352983.0,60,479.0,1,0
3242,33.0,Male,Single,Self-Employed,130937.0,412488.0,60,386.0,0,0
3243,54.0,Female,Widowed,Employed,106624.0,158658.0,72,705.0,4,0
3244,24.0,Female,Widowed,Self-Employed,101144.0,300689.0,36,795.0,0,0
3245,48.0,Female,Single,Employed,20638.0,7566.0,12,566.0,1,0
3246,58.0,Male,Married,Self-Employed,224317.0,244471.0,48,363.0,0,1
3247,51.0,Female,Married,Unemployed,90679.0,81489.0,12,418.0,2,1
3248,47.0,Male,Widowed,Self-Employed,214006.0,332499.0,36,640.0,1,1
3249,25.0,Male,Divorced,Self-Employed,86760.0,429912.0,60,612.0,1,0
3250,45.0,Female,Married,Self-Employed,67234.0,77940.0,60,462.0,3,0
3251,23.0,Male,Married,Unemployed,81049.0,131731.0,12,804.0,4,0
3252,53.0,Male,Divorced,Self-Employed,83843.0,103382.0,24,592.0,1,1
3253,24.0,Male,Married,Unemployed,199119.0,465333.0,36,676.0,0,1
3254,45.0,Male,Single,Self-Employed,130406.0,215674.0,60,841.0,2,1
3255,40.0,Male,Married,Employed,160813.0,438951.0,72,700.0,0,0
3256,54.0,Male,Divorced,Self-Employed,83004.0,209447.0,24,699.0,0,1
3257,46.0,Female,Single,Employed,81489.0,236538.0,60,698.0,2,1
3258,25.0,Male,Married,Unemployed,42991.0,391009.0,72,786.0,3,0
3259,55.0,Male,Widowed,Unemployed,125711.0,448853.0,60,814.0,4,0
3260,48.0,Male,Single,Self-Employed,177153.0,27129.0,24,323.0,1,0
3261,49.0,Male,Single,Unemployed,142761.0,35845.0,12,358.0,4,0
3262,29.0,Female,Widowed,Self-Employed,77304.0,84449.0,36,539.0,3,0
3263,58.0,Female,Widowed,Unemployed,166714.0,253380.0,24,610.0,2,1
3264,,Male,Married,Employed,,,24,,4,1
3265,,Male,Married,Unemployed,,,60,,0,1
3266,64.0,Male,Divorced,Employed,138778.0,194244.0,72,713.0,1,0
3267,31.0,Female,Divorced,Self-Employed,168471.0,138745.0,24,621.0,1,0
3268,22.0,Female,Single,Self-Employed,53103.0,239669.0,36,701.0,3,1
3269,67.0,Female,Widowed,Self-Employed,35330.0,36171.0,12,358.0,3,0
3270,64.0,Female,Widowed,Employed,167536.0,94179.0,72,352.0,2,0
3271,64.0,Male,Divorced,Self-Employed,153206.0,105022.0,12,363.0,3,1
3272,29.0,Female,Single,Self-Employed,144679.0,146696.0,12,418.0,4,0
3273,41.0,Female,Single,Employed,69409.0,464980.0,36,585.0,1,0
3274,44.0,Male,Divorced,Unemployed,246270.0,113906.0,60,317.0,2,0
3275,54.0,Male,Divorced,Self-Employed,20184.0,57930.0,72,304.0,3,1
3276,42.0,Female,Divorced,Unemployed,246995.0,170680.0,72,691.0,0,0
3277,23.0,Female,Married,Unemployed,141529.0,54649.0,36,459.0,1,0
3278,32.0,Female,Single,Self-Employed,200346.0,218528.0,72,441.0,2,1
3279,48.0,Female,Single,Self-Employed,92799.0,417905.0,24,696.0,1,0
3280,50.0,Male,Single,Employed,75810.0,68503.0,48,317.0,4,0
3281,46.0,Male,Divorced,Employed,98727.0,470876.0,48,413.0,3,0
3282,68.0,Female,Divorced,Self-Employed,220122.0,178196.0,48,833.0,3,0
3283,41.0,Female,Divorced,Unemployed,183806.0,383803.0,12,831.0,3,0
3284,48.0,Female,Divorced,Employed,222685.0,101875.0,72,760.0,0,1
3285,46.0,Female,Widowed,Employed,70546.0,405803.0,36,585.0,4,0
3286,,Female,Divorced,Self-Employed,,,72,,0,1
3287,41.0,Male,Married,Self-Employed,199556.0,169139.0,36,428.0,4,0
3288,55.0,Male,Widowed,Self-Employed,211635.0,56538.0,72,798.0,4,0
3289,54.0,Male,Widowed,Self-Employed,95036.0,467715.0,12,575.0,4,0
3290,61.0,Female,Divorced,Employed,100528.0,42455.0,24,382.0,3,0
3291,67.0,Female,Single,Employed,206185.0,238547.0,48,417.0,3,0
3292,38.0,Male,Divorced,Employed,204168.0,25243.0,48,328.0,3,0
3293,31.0,Male,Single,Unemployed,30133.0,128793.0,72,657.0,0,0
3294,43.0,Female,Divorced,Employed,157477.0,430909.0,12,456.0,2,1
3295,68.0,Male,Divorced,Employed,181341.0,378515.0,48,330.0,4,0
3296,42.0,Female,Single,Self-Employed,233482.0,74231.0,72,585.0,0,0
3297,37.0,Female,Single,Employed,116993.0,79648.0,60,635.0,3,1
3298,,Male,Single,Employed,,,72,,3,0
3299,64.0,Male,Single,Employed,168157.0,194939.0,36,422.0,2,1
3300,31.0,Male,Married,Self-Employed,55702.0,77778.0,48,670.0,3,0
3301,50.0,Female,Single,Employed,230955.0,342621.0,48,613.0,4,1
3302,35.0,Female,Divorced,Employed,164574.0,60283.0,60,327.0,1,0
3303,47.0,Male,Divorced,Unemployed,66479.0,68853.0,24,454.0,3,1
3304,55.0,Female,Married,Unemployed,99384.0,25001.0,72,529.0,2,0
3305,53.0,Female,Single,Unemployed,107957.0,7700.0,24,848.0,1,1
3306,40.0,Female,Divorced,Unemployed,34426.0,448373.0,72,305.0,4,1
3307,36.0,Male,Married,Self-Employed,221303.0,416301.0,60,772.0,4,0
